Elapsed time;200
14:59:09,0;3.0
14:59:10,0;2.0
14:59:11,0;5.0
14:59:12,0;6.0
14:59:13,0;5.0
14:59:14,0;10.0
14:59:15,0;8.0
14:59:16,0;13.0
14:59:17,0;11.0
14:59:18,0;19.0
14:59:19,0;15.0
14:59:20,0;19.0
14:59:21,0;22.0
14:59:22,0;23.0
14:59:23,0;25.0
14:59:24,0;26.0
14:59:25,0;28.0
14:59:26,0;30.0
14:59:27,0;31.0
14:59:28,0;33.0
14:59:29,0;36.0
14:59:30,0;36.0
14:59:31,0;37.0
14:59:32,0;39.0
14:59:33,0;42.0
14:59:34,0;44.0
14:59:35,0;43.0
14:59:36,0;46.0
14:59:37,0;49.0
14:59:38,0;50.0
14:59:39,0;51.0
14:59:40,0;54.0
14:59:41,0;52.0
14:59:42,0;64.0
14:59:43,0;59.0
14:59:44,0;65.0
14:59:45,0;66.0
14:59:46,0;68.0
14:59:47,0;69.0
14:59:48,0;72.0
14:59:49,0;78.0
14:59:50,0;79.0
14:59:51,0;80.0
14:59:52,0;83.0
14:59:53,0;85.0
14:59:54,0;91.0
14:59:55,0;91.0
14:59:56,0;94.0
14:59:57,0;94.0
14:59:58,0;103.0
14:59:59,0;105.0
15:00:00,0;106.0
15:00:01,0;113.0
15:00:02,0;120.0
15:00:03,0;123.0
15:00:04,0;123.0
15:00:05,0;122.0
15:00:06,0;117.0
15:00:07,0;162.0
15:00:08,0;120.0
15:00:09,0;195.0
15:00:10,0;145.0
15:00:11,0;157.0
15:00:12,0;135.0
15:00:13,0;176.0
15:00:14,0;158.0
15:00:15,0;160.0
15:00:16,0;161.0
15:00:17,0;159.0
15:00:18,0;166.0
15:00:19,0;165.0
15:00:20,0;139.0
15:00:21,0;151.0
15:00:22,0;162.0
15:00:23,0;166.0
15:00:24,0;105.0
15:00:25,0;157.0
15:00:26,0;108.0
15:00:27,0;140.0
15:00:28,0;143.0
15:00:29,0;186.0
15:00:30,0;160.0
15:00:31,0;187.0
15:00:32,0;160.0
15:00:33,0;183.0
15:00:34,0;200.0
15:00:35,0;161.0
15:00:36,0;165.0
15:00:37,0;170.0
15:00:38,0;133.0
15:00:39,0;168.0
15:00:40,0;143.0
15:00:41,0;153.0
15:00:42,0;165.0
15:00:43,0;249.0
15:00:44,0;186.0
15:00:45,0;236.0
15:00:46,0;183.0
15:00:47,0;243.0
15:00:48,0;218.0
15:00:49,0;245.0
15:00:50,0;185.0
15:00:51,0;204.0
15:00:52,0;173.0
15:00:53,0;211.0
15:00:54,0;203.0
15:00:55,0;198.0
15:00:56,0;191.0
15:00:57,0;194.0
15:00:58,0;199.0
15:00:59,0;197.0
15:01:00,0;196.0
15:01:01,0;180.0
15:01:02,0;199.0
15:01:03,0;203.0
15:01:04,0;185.0
15:01:05,0;207.0
15:01:06,0;176.0
15:01:07,0;214.0
15:01:08,0;155.0
15:01:09,0;235.0
15:01:10,0;195.0
15:01:11,0;196.0
15:01:12,0;198.0
15:01:13,0;193.0
15:01:14,0;199.0
15:01:15,0;190.0
15:01:16,0;176.0
15:01:17,0;208.0
15:01:18,0;169.0
15:01:19,0;229.0
15:01:20,0;182.0
15:01:21,0;209.0
15:01:22,0;180.0
15:01:23,0;208.0
15:01:24,0;194.0
15:01:25,0;194.0
15:01:26,0;196.0
15:01:27,0;199.0
15:01:28,0;188.0
15:01:29,0;210.0
15:01:30,0;182.0
15:01:31,0;212.0
15:01:32,0;195.0
15:01:33,0;202.0
15:01:34,0;193.0
15:01:35,0;198.0
15:01:36,0;189.0
15:01:37,0;196.0
15:01:38,0;203.0
15:01:39,0;195.0
15:01:40,0;200.0
15:01:41,0;202.0
15:01:42,0;193.0
15:01:43,0;202.0
15:01:44,0;196.0
15:01:45,0;202.0
15:01:46,0;192.0
15:01:47,0;199.0
15:01:48,0;190.0
15:01:49,0;203.0
15:01:50,0;185.0
15:01:51,0;211.0
15:01:52,0;186.0
15:01:53,0;208.0
15:01:54,0;196.0
15:01:55,0;202.0
15:01:56,0;193.0
15:01:57,0;200.0
15:01:58,0;193.0
15:01:59,0;202.0
15:02:00,0;195.0
15:02:01,0;195.0
15:02:02,0;199.0
15:02:03,0;203.0
15:02:04,0;193.0
15:02:05,0;200.0
15:02:06,0;168.0
15:02:07,0;202.0
15:02:08,0;211.0
15:02:09,0;202.0
15:02:10,0;174.0
15:02:11,0;186.0
15:02:12,0;174.0
15:02:13,0;179.0
15:02:14,0;188.0
15:02:15,0;185.0
15:02:16,0;163.0
15:02:17,0;140.0
15:02:18,0;145.0
15:02:19,0;166.0
15:02:20,0;154.0
15:02:21,0;159.0
15:02:22,0;199.0
15:02:23,0;154.0
15:02:24,0;163.0
15:02:25,0;188.0
15:02:26,0;193.0
15:02:27,0;185.0
15:02:28,0;182.0
15:02:29,0;156.0
15:02:30,0;133.0
15:02:31,0;155.0
15:02:32,0;164.0
15:02:33,0;173.0
15:02:34,0;165.0
15:02:35,0;161.0
15:02:36,0;175.0
15:02:37,0;139.0
15:02:38,0;187.0
15:02:39,0;183.0
15:02:40,0;178.0
15:02:41,0;191.0
15:02:42,0;189.0
15:02:43,0;184.0
15:02:44,0;188.0
15:02:45,0;183.0
15:02:46,0;181.0
15:02:47,0;155.0
15:02:48,0;170.0
15:02:49,0;178.0
15:02:50,0;187.0
15:02:51,0;109.0
15:02:52,0;116.0
15:02:53,0;104.0
15:02:54,0;96.0
15:02:55,0;95.0
15:02:56,0;95.0
15:02:57,0;176.0
15:02:58,0;190.0
15:02:59,0;190.0
15:03:00,0;192.0
15:03:01,0;185.0
15:03:02,0;185.0
15:03:03,0;186.0
15:03:04,0;191.0
15:03:05,0;186.0
15:03:06,0;180.0
15:03:07,0;171.0
15:03:08,0;153.0
15:03:09,0;179.0
15:03:10,0;175.0
15:03:11,0;176.0
15:03:12,0;159.0
15:03:13,0;149.0
15:03:14,0;185.0
15:03:15,0;186.0
15:03:16,0;148.0
15:03:17,0;181.0
15:03:18,0;187.0
15:03:19,0;195.0
15:03:20,0;169.0
15:03:21,0;164.0
15:03:22,0;176.0
15:03:23,0;177.0
15:03:24,0;170.0
15:03:25,0;148.0
15:03:26,0;161.0
15:03:27,0;161.0
15:03:28,0;173.0
15:03:29,0;169.0
15:03:30,0;183.0
15:03:31,0;168.0
15:03:32,0;194.0
15:03:33,0;179.0
15:03:34,0;183.0
15:03:35,0;180.0
15:03:36,0;190.0
15:03:37,0;191.0
15:03:38,0;185.0
15:03:39,0;161.0
15:03:40,0;153.0
15:03:41,0;162.0
15:03:42,0;146.0
15:03:43,0;152.0
15:03:44,0;154.0
15:03:45,0;154.0
15:03:46,0;160.0
15:03:47,0;180.0
15:03:48,0;181.0
15:03:49,0;172.0
15:03:50,0;198.0
15:03:51,0;141.0
15:03:52,0;192.0
15:03:53,0;171.0
15:03:54,0;178.0
15:03:55,0;156.0
15:03:56,0;159.0
15:03:57,0;166.0
15:03:58,0;157.0
15:03:59,0;163.0
15:04:00,0;166.0
15:04:01,0;161.0
15:04:02,0;192.0
15:04:03,0;161.0
15:04:04,0;185.0
15:04:05,0;149.0
15:04:06,0;155.0
15:04:07,0;158.0
15:04:08,0;149.0
15:04:09,0;175.0
15:04:10,0;182.0
15:04:11,0;159.0
15:04:12,0;182.0
15:04:13,0;173.0
15:04:14,0;193.0
15:04:15,0;182.0
15:04:16,0;188.0
15:04:17,0;152.0
15:04:18,0;158.0
15:04:19,0;171.0
15:04:20,0;178.0
15:04:21,0;193.0
15:04:22,0;200.0
15:04:23,0;165.0
15:04:24,0;202.0
15:04:25,0;176.0
15:04:26,0;199.0
15:04:27,0;166.0
15:04:28,0;166.0
15:04:29,0;155.0
15:04:30,0;158.0
15:04:31,0;138.0
15:04:32,0;164.0
15:04:33,0;147.0
15:04:34,0;182.0
15:04:35,0;155.0
15:04:36,0;148.0
15:04:37,0;133.0
15:04:38,0;161.0
15:04:39,0;151.0
15:04:40,0;139.0
15:04:41,0;161.0
15:04:42,0;156.0
15:04:43,0;151.0
15:04:44,0;162.0
15:04:45,0;126.0
15:04:46,0;160.0
15:04:47,0;165.0
15:04:48,0;191.0
15:04:49,0;185.0
15:04:50,0;186.0
15:04:51,0;180.0
15:04:52,0;198.0
15:04:53,0;171.0
15:04:54,0;158.0
15:04:55,0;163.0
15:04:56,0;159.0
15:04:57,0;155.0
15:04:58,0;191.0
15:04:59,0;167.0
15:05:00,0;187.0
15:05:01,0;185.0
15:05:02,0;184.0
15:05:03,0;172.0
15:05:04,0;187.0
15:05:05,0;185.0
15:05:06,0;184.0
15:05:07,0;192.0
15:05:08,0;191.0
15:05:09,0;175.0
15:05:10,0;198.0
15:05:11,0;181.0
15:05:12,0;189.0
15:05:13,0;152.0
15:05:14,0;192.0
15:05:15,0;178.0
15:05:16,0;146.0
15:05:17,0;191.0
15:05:18,0;162.0
15:05:19,0;153.0
15:05:20,0;148.0
15:05:21,0;157.0
15:05:22,0;162.0
15:05:23,0;159.0
15:05:24,0;192.0
15:05:25,0;154.0
15:05:26,0;197.0
15:05:27,0;178.0
15:05:28,0;201.0
15:05:29,0;195.0
15:05:30,0;187.0
15:05:31,0;158.0
15:05:32,0;193.0
15:05:33,0;183.0
15:05:34,0;158.0
15:05:35,0;146.0
15:05:36,0;161.0
15:05:37,0;152.0
15:05:38,0;149.0
15:05:39,0;141.0
15:05:40,0;145.0
15:05:41,0;132.0
15:05:42,0;131.0
15:05:43,0;127.0
15:05:44,0;119.0
15:05:45,0;115.0
15:05:46,0;111.0
15:05:47,0;103.0
15:05:48,0;100.0
15:05:49,0;95.0
15:05:50,0;91.0
15:05:51,0;84.0
15:05:52,0;79.0
15:05:53,0;75.0
15:05:54,0;67.0
15:05:55,0;66.0
15:05:56,0;60.0
15:05:57,0;55.0
15:05:58,0;51.0
15:05:59,0;44.0
15:06:00,0;41.0
15:06:01,0;34.0
15:06:02,0;30.0
15:06:03,0;25.0
15:06:04,0;8.0
15:06:05,0;26.0
15:06:06,0;10.0
15:06:07,0;4.0
15:06:08,0;1.0
15:06:09,0;1.0
15:06:10,0;1.0
15:06:11,0;1.0
